(0.2246999999999999, -3.2543805555555556, 1.567475, 38.111)
(0.2246999999999999, -3.1003986111111113, 1.5723333333333334, 38.148)
(0.2246999999999999, -2.919868055555556, 1.567475, 38.184)
(0.2246999999999999, -2.7180986111111114, 1.5480416666666668, 38.216)
(0.2246999999999999, -2.526948611111111, 1.5237500000000002, 38.246)
(0.21937499999999988, -2.3464180555555556, 1.4897416666666667, 38.282)
(0.21937499999999988, -2.144648611111111, 1.4411583333333335, 38.314)
(0.21405000000000007, -1.9534986111111114, 1.3828583333333335, 38.345)
(0.21405000000000007, -1.778277777777778, 1.3197, 38.378)
(0.20872499999999983, -1.6083666666666667, 1.2419666666666669, 38.415)
(0.2033999999999998, -1.4490750000000003, 1.1545166666666669, 38.446)
(0.198075, -1.2950930555555558, 1.05735, 38.479)
(0.19274999999999998, -1.1464208333333337, 0.9456083333333334, 38.508)
(0.18742499999999995, -1.0189875, 0.8290083333333336, 38.551)
(0.18742499999999995, -0.8809347222222224, 0.8435833333333334, 38.577)
(0.19274999999999998, -0.7163333333333333, 0.9504666666666668, 38.613)
(0.198075, -0.5517319444444446, 1.0476333333333336, 38.644)
(0.2033999999999998, -0.37651111111111113, 1.1302250000000003, 38.679)
(0.20872499999999983, -0.1959805555555556, 1.2079583333333335, 38.713)
(0.20872499999999983, -0.015449999999999964, 1.275975, 38.745)
(0.21405000000000007, 0.17569999999999997, 1.329416666666667, 38.781)
(0.21405000000000007, 0.37215972222222227, 1.3780000000000001, 38.815)
(0.21405000000000007, 0.5420708333333334, 1.4120083333333335, 38.846)
